##用于轻量化提示，使用自定义按键上屏，键不得重码，需标明类型，用中文符号冒号分割，表情：😲	aa，将上屏 😲
一简：起	q
翻译：n.企业家;主办人	entrepreneur
翻译：n.个	entries
翻译：n.熵	entropy
翻译：vt.信赖;信托;交托	entrust
翻译：n.登录;条目;进入;入口;报关手续	entry
翻译：vt. vi.(使)缠住;(使)盘绕	entwine
翻译：vt.缠结;搓合;捻	entwist
翻译：vt.阐明;说明;从...摘除细胞核	enucleate
翻译：vt.列举;计算;枚举;数	enumerate
翻译：n.计算;列举;细目	enumeration
翻译：a.计算的;列举的;计数上的	enumerative
翻译：a.发表的;宣布的;发音的	enunciable
翻译：vt.明确地叙述;表明 vi.发音	enunciate
翻译：n.说明;发音;宣布	enunciation
翻译：a.表明的;宣言的;发音上的	enunciative
翻译：n.声明者;宣言者;发音者	enunciator
翻译：n.遗尿;尿床	enuresis
翻译：vt.包封;遮盖;包围 n.信封	envelop
翻译：n.信封;封套;封袋	envelope
翻译：pp.包围	enveloped
翻译：n.封套	envelops
翻译：vt.下毒;使恶毒;毒化	envenom
翻译：a.令人羡慕的;可羡慕的	enviable
翻译：a.嫉妒的;羡慕的	envious
翻译：ad.羡慕地	enviously
翻译：vt.包围;环绕	environ
翻译：n.环境;外界;围绕	environment
翻译：a.周围的;环境的	environmental
翻译：n.环保人士	environmentalist
翻译：n.市郊;郊外	environs
翻译：vt.面对;正视;想象	envisage
翻译：vt.想象;预想	envision
翻译：n.外交使节;特使	envoy
翻译：n.羡慕;嫉妒 vt.羡慕;嫉妒	envy
翻译：vt.缠绕	enwind
翻译：vt.围绕;包围	enwrap
翻译：a.酶的	enzymatic
翻译：n.酶	enzyme
翻译：n.酵素	enzymes
翻译：n.始新世;第三纪下层 a.始新世的;第三纪下层的	Eocene
翻译：n.文件结束	eof
翻译：n.原石器	eolith
翻译：a.原始石器时代的	eolithic
翻译：n.永世;无数的年代	eon
翻译：n.州长;郡长;首都大主教	eparch
翻译：n.州;郡;大主教管区	eparchy
翻译：n.肩章	epaulet
翻译：n.插字;插音	epenthesis
翻译：n.麻黄素NUM	ephedrine
翻译：n.生命极短促之物;蜉蝣	ephemera
翻译：a.朝生暮死;短命;短暂的	ephemeral
翻译：n.埃非所书	Ephesians
翻译：n.史诗;叙事诗 a.史诗的;叙事诗的	epic
翻译：n.萼状总苞	epicalyx
翻译：a.通性的;有两性特征的 n.阴阳人	epicene
翻译：n.震中;中心	epicenter
翻译：a.震中的	epicentral
翻译：n.震中;中心	epicentre
翻译：n.美食家;老饕	epicure
翻译：n.享乐主义者;美食家;信奉伊比鸠鲁学说者 a.贪口福的;享乐主义的	epicurean
翻译：n.本轮	epicycle
翻译：n.传染病;流行病 a.流行的;传染性的	epidemic
翻译：adj.流行病学的	epidemiological
翻译：n.传染病学;流行病学	epidemiology
翻译：n.表皮;上皮	epidermis
翻译：n.幻灯机	epidiascope
翻译：n.后成;渐成说	epigenesis
翻译：n.会厌	epiglottis
翻译：n.警句;讽刺短诗	epigram
翻译：a.警句的;讽刺的	epigrammatic
翻译：vi.写成警句 vt.以讽刺诗形式书写	epigrammatise
翻译：n.警句家;讽刺诗人	epigrammatist
翻译：vi.写成警句 vt.以讽刺诗形式书写	epigrammatize
翻译：n.碑文;题铭;题词	epigraph
翻译：a.题铭的	epigraphic
翻译：n.碑文;题铭;题铭研究;金石学	epigraphy
翻译：n.癫痫症	epilepsy
翻译：a.癫痫的;癫痫性的 n.癫痫患者	epileptic
翻译：n.结语;尾声;收场白	epilogue
翻译：a.不卫生的	epinosic
翻译：n.主显节;公现节;出现	epiphany
翻译：n.附带现象	epiphenomenon
翻译：n.主教制度;主教的职位	episcopacy
翻译：a.主教的;主教制度的;英国国教的	episcopal
翻译：a.主教制度的;主教派的 n.主教派的人;主教派会员;美国圣公会教徒	Episcopalian
翻译：n.插曲;插话;有趣的事件;一段情节	episode
翻译：a.插话式的	episodic
翻译：a.发泡的;吸出的 n.起泡膏;吸出药	epispastic
翻译：n.外种皮	episperm
翻译：n.认识论	epistemology
翻译：n.书信	epistle
翻译：a.书信的;用书信的;书信体的	epistolary
翻译：n.墓志铭;碑文	epitaph
翻译：n.晶膜	epitaxial
翻译：n.祝婚诗;颂歌	epithalamium
翻译：a.上皮的;上皮细胞的	epithelial
翻译：n.上皮;上皮细胞	epithelium
翻译：n.浑名;绰号;称号	epithet
翻译：n.概要;缩影;概括	epitome
翻译：vt.摘要;概括	epitomise
翻译：vt.摘要;概括	epitomize
翻译：a.流行于家畜的 n.家畜流行病	epizootic
翻译：n.新纪元;时代;时期	epoch
翻译：a.新纪元的;划时代的	epochal
翻译：n.齐名的人;名字被用于命名地方的人	eponym
翻译：n.叙事诗;史诗	epopee
翻译：n.初期口传的叙事诗;叙事诗	epos
翻译：n.环氧基树脂	epoxy
翻译：n.希腊语字母之第五字	epsilon
翻译：n.英国Surrey州的市镇;Epsom赛马	Epsom
翻译：vt.提炼	epurate
翻译：n.平静;无变动NUM	equability
翻译：a.平静的;变动小的	equable
翻译：ad.均等地;均一地;均匀地	equably
翻译：n.对手;匹敌;同辈 a.相等的;平等的;胜任的;合适的;平静的;不相上下的 vt.等于;比得上	equal
翻译：vt.使相等;补偿 vi.相等	equalise
翻译：n.使相等的东西;平衡装置;均压线	equaliser
翻译：n.均衡	equalising
翻译：n.平等;均匀;相等	equality
翻译：n.使均等;同等化;平等化	equalization
翻译：vt.使相等;补偿 vi.相等	equalize
翻译：n.使相等的东西;平衡装置;均压线	equalizer
翻译：n.均衡	equalizing
翻译：ad.相等地;同样地;平等地	equally
翻译：n.平静;镇定;沉着	equanimity
翻译：vt.使相等;视为平等 vi.等同	equate
翻译：n.相等;等式;平衡	equation
翻译：a.方程式的;均分的	equational
翻译：n.赤道	equator
翻译：a.近赤道的;赤道的	equatorial
翻译：n.掌马官;侍从武官	equerry
翻译：a.骑马的;马的;在马背上的 n.骑手	equestrian
翻译：n.女骑手;马戏团女骑手	equestrienne
翻译：a.等角的	equiangular
翻译：n.等距离	equidistance
翻译：a.距离相等的;等距的	equidistant
翻译：n.等边形 a.等边的	equilateral
翻译：n.平衡力	equilibrant
翻译：vt. vi.(使)平衡;(使)相称	equilibrate
翻译：n.使平衡;平均;相称	equilibration
翻译：n.保持平衡之物;安定装置	equilibrator
翻译：n.平衡;平静;均衡	equilibrium
翻译：n.等倍数;等倍量	equimultiple
翻译：n.马;象马 a.马的;象马的	equine
翻译：n.春分或秋分时的暴风雨 a.春分或秋分的	equinoctial
翻译：n.昼夜平分点;春分或秋分	equinox
翻译：vt.装备;配备	equip
翻译：n.装备	equipage
翻译：n.装备;设备品;才能	equipment
翻译：n.平衡;均衡 vt.使平衡;使相称;使相持不下	equipoise
翻译：v. vbl.装备;整装;欲备	equipped
翻译：a.公平的;公正的	equitable
翻译：ad.公正地;依据衡平法	equitably
翻译：n.骑马;骑术	equitation
翻译：n.公平;公正	equity
翻译：n.同等;等价;等值	equivalence
翻译：n.同等物;等价物;相等物 a.相等的;相当的;同意义的	equivalent
翻译：a.意义不明确的;模棱两可的	equivocal
翻译：vi.说模棱两可的话;支吾	equivocate
翻译：n.模棱两可的话;含糊话	equivocation
翻译：n.说模棱话的人;说话支吾的人	equivocator
翻译：n.时代;纪元;时期	era
翻译：a.可根除的	eradicable
翻译：vt.根除;扑灭;根绝;消灭	eradicate
翻译：a.根除的;消灭的	eradicative
翻译：n.根除的人;去污剂;墨水擦	eradicator
翻译：a.可消除的;可抹去的	erasable
翻译：vt.抹去;擦掉	erase
翻译：n.擦子	eraser
翻译：n.伊拉斯塔斯	Erastus
翻译：n.擦除;抹掉	erasure
翻译：n.耳	erbium
翻译：n.阳间与阴间当中的黑暗界	erebus
翻译：a.直立的;竖立的;笔直的 vt.使竖立;使直立;树立;建立 vi.勃起NUM	erect
翻译：a.可使直立的;勃起的	erectile
翻译：n.直立;竖起;建筑物	erection
翻译：adj.直立的	erectus
翻译：n.遁世修行的人;隐士	eremite
翻译：a.隐士的;隐士般的	eremitic
翻译：ad.片刻前;以前	erewhile
翻译：adj.人体工学NUM	ergonomic
翻译：n.工作学;生物工程学	ergonomics
翻译：n.麦角症;麦角	ergot
翻译：n.麦角中毒	ergotism
翻译：n.石南科灌木	Erica
翻译：n.伊利湖	Erie
翻译：n.爱尔兰	Erin
翻译：a.争论的;好争论的 n.争论术;争论家;论客	eristic
翻译：n.妖精之王	erlking
翻译：n.貂;貂的白毛皮	ermine
翻译：n.白尾鹫	erne
翻译：n.摇奖机	Ernie
翻译：v.侵蚀;腐蚀	erod
翻译：v.侵蚀;腐蚀	erode
翻译：a.唤起情欲的;性感带的	erogenous
翻译：n.爱神;愿望;性爱	Eros
翻译：a.不规则形状的;不整齐牙齿状的	erose
翻译：n.腐蚀;冲蚀;侵蚀	erosion
翻译：a.腐蚀的;侵蚀的;冲蚀的	erosive
翻译：a.性爱的;性欲的;色情的 n.好色之徒;恋爱诗	erotic
翻译：n.性爱倾向;性的兴奋;性欲亢进	eroticism
翻译：vi.犯错;做错;犯罪	err
翻译：n.任务;差使;使命	errand
翻译：a.周游的;错误的;不定的	errant
翻译：n.游侠行为	errantry
翻译：n.古怪的人;漂泊无定的人 a.不稳定的;奇怪的	erratic
翻译：ad.不规律地;不定地	erratically
翻译：n.写错;排错;错字勘误表;错误	erratum
翻译：a.做错事的	erring
翻译：a.错误的;不正确的NUM	erroneous
翻译：n.错误;过失;失误;误差 n.错误NUM	error
翻译：n.批处理命令;检测程序返回值	errorlevel
翻译：ad.以前;往昔的	erst
翻译：ad.以前;往昔地 a.以前的;往昔的	erstwhile
翻译：vi.打嗝;喷出 vt.喷出	eruct
翻译：n.打嗝;喷出;喷出物	eructation
翻译：a.博学的 n.博学者	erudite
翻译：n.博学	erudition
翻译：vi.爆发 vt.喷出	erupt
翻译：n.爆发;火山灰;出疹	eruption
翻译：a.暴发的;喷火的	eruptive
翻译：n.丹毒	erysipelas
翻译：n.红斑	erythema
翻译：n.红血球	erythrocyte
翻译：n.抗生素的一种	erythromycin
翻译：n.以扫	Esau
翻译：n.转义字符;转换字符	esc
翻译：n.飞行小队;小舰队	escadrille
翻译：n.用梯攀登城壁;攀登 vt.以梯子攀登	escalade
翻译：vi.逐步扩大;逐步升高;逐步增强 vt.使逐步上升	escalate
翻译：n.扩大;增加	escalation
翻译：n.电动扶梯	escalator
翻译：a.逃;免除;避开注意	escapable
翻译：n.异常出轨的行为	escapade
翻译：n.逃亡;避难设备;出口;逃跑 vi.逃脱;避开;溜走 vt.逃避;避免;被忘掉	escape
翻译：v. vbl.逃脱;避开;溜走	escaped
翻译：n.逃亡者;逃避者	escapee
翻译：adj.溢出的	escaping
翻译：n.逃避现实;逃避主义;空想	escapism
翻译：a.逃避现实的 n.逃避现实者	escapist
翻译：n.脱逃术	escapology
翻译：n.做沙拉的一种蔬菜	escarole
翻译：vt.使成斜面 n.内壕	escarp
翻译：n.悬崖;断崖;绝壁	escarpment
翻译：a.末世学的;来世论的	eschatological
翻译：vt.避开;远避	eschew
翻译：n.金英花	eschscholtzia
翻译：n.护送者;护卫者;护航舰 vt.护卫;护送	escort
翻译：n.有抽屉的写字桌	escritoire
翻译：n.附带条件委付盖印的契约	escrow
翻译：n.葡萄牙的货币单位;其货币	escudo
翻译：a.可食用的 n.可食用物NUM	esculent
翻译：n.爱斯基摩人NUM	eskimo
翻译：n.食道	esophagus
翻译：a.秘教的;奥秘的;秘传的	esoteric
翻译：esp 文件格式	esp
翻译：n.树墙;墙式树木	espalier
翻译：a.特别的;特殊的	especial
翻译：ad.尤其;特别;格外	especially
翻译：n.世界语	Esperanto
翻译：n.侦探;间谍活动;观察	espial
翻译：n.间谍组织;间谍活动	espionage
翻译：n.平坦的空地;游憩场	esplanade
翻译：n.拥护;订婚;婚礼	espousal
翻译：vt.支持;赞成;嫁娶	espouse
翻译：vt.看出;望见;发现	espy
翻译：n.先生;士绅	esquire
翻译：n.S字;S字形之物	ess
翻译：n.随笔;短文;评论;企图 vt.试图	essay
翻译：n.随笔作家;评论家	essayist
翻译：n.存在;实在;实体	esse
翻译：n.基本;本质;原素;香精	essence
翻译：n.要素;要点;本质 a.必要的;重要的;本质的	essential
翻译：ad.本质上;本来	essentially
翻译：n.精要	essentials
翻译：vt.建立;确立;制定 vi.移植生长	establish
翻译：n.确立;制定;设施	establishment
翻译：n.不动产;时期;阶层;财产	estate
翻译：n.尊敬;尊重 vt.尊敬;尊重;认为	esteem
翻译：pp.尊敬	esteemed
翻译：n.酯	ester
翻译：n.以斯帖;以斯帖记	Esther
翻译：a.可尊敬的;可估计的	estimable
翻译：n.估计;判断 vt.估计;评价;判断 vi.估计	estimate
翻译：adj.估计的	estimated
翻译：vbl.估计	estimating
翻译：n.判断;值计;尊重	estimation
翻译：a.被估计的	estimative
翻译：a.夏天的;夏季的	estival
翻译：vi.度夏;过夏天;夏眠	estivate
翻译：n.爱沙尼亚	Estonia
翻译：a.爱沙尼亚的 n.爱沙尼亚人;爱沙尼亚语	Estonian
翻译：vt.禁止翻供;禁止反言;禁止	estop
翻译：n.禁止反言;禁止;防止	estoppel
翻译：n.台子;讲坛	estrade
翻译：vt.使疏远;离间;使离开NUM	estrange
翻译：n.疏远	estrangement
翻译：n.迷失的人;迷失的家畜	estray
翻译：n.审判记录之抄本 vt.摘抄	estreat
翻译：n.雌激素	estrogen
翻译：n.雌激素酮	estrone
翻译：n.动情期;动情周期	estrum
翻译：n.动情期;动情周期	estrus
翻译：n.河口;江口	estuary
翻译：n.希腊语字母的第七字	eta
翻译：n.国家社会主义	etatism
翻译：ad.及其他;等等	etc
翻译：n.附加的人;附加物	etcetera
翻译：vt.蚀刻;蚀镂 vi.施行蚀刻法 n.腐蚀剂	etch
翻译：n.蚀刻师;腐蚀铜版制作者	etcher
翻译：n.蚀刻版画;铜版画;蚀刻术	etching
翻译：a.永恒的;永远的;不灭的	eternal
翻译：vt.使永恒;使不变;使不朽	eternise
翻译：n.永远;来世;不朽	eternity
翻译：vt.使永恒;使不变;使不朽	eternize
翻译：n.乙烷	ethane
翻译：n.乙醇;酒精	ethanol
翻译：n.醚;大气;苍天;以太	ether
翻译：a.轻的;象空气的;天上的	ethereal
翻译：ad.轻飘地;空气一般地;幽雅地	ethereally
翻译：vt.使化为醚	etherify
翻译：n.醚麻醉;化为醚	etherisation
翻译：vt.以醚麻醉;化成为醚	etherise
翻译：n.醚麻醉;化为醚	etherization
翻译：vt.以醚麻醉;化成为醚	etherize
翻译：n.道德规范;伦理	ethic
翻译：a.伦理的;民族的;民族特有的	ethical
翻译：n.道德规范	ethics
翻译：n.埃塞俄比亚	Ethiopia
翻译：a.埃塞俄比亚的;黑人的 n.埃塞俄比亚人;黑人	Ethiopian
翻译：n.行政长官	ethnarch
翻译：ad.人种上;民族上	ethnically
翻译：n.伦理学	ethnics
翻译：n.民族语言学	ethnolinguistics
翻译：n.民族学者;人种学者	ethnologist
翻译：n.人种学	ethnology
翻译：n.民族心理学	ethnopsychology
翻译：n.民族精神;社会思潮;风气	ethos
翻译：n.乙烯	ethylene
翻译：vt.使变青白;使变苍白 vi.变苍白	etiolate
翻译：n.青白化;黄化;苍白化	etiolation
翻译：n.礼仪;礼节;成规	etiquette
翻译：n.酒精灯煮水器	Etna
翻译：n.伊顿	Eton
翻译：n.意大利西部之一古国	Etruria
翻译：a.Etruria的;Etruria人的 n.Etruria人	Etruscan
翻译：n.练习曲	etude
翻译：n.小盒子	etui
翻译：a.语源的;语源学的	etymological
翻译：n.语源学家	etymologist
翻译：n.语源学;语源	etymology
翻译：n.字的原形;字根	etymon
翻译：n.桉树	eucalyptus
翻译：n.圣餐	Eucharist
翻译：n.纸牌玩法之一种 vt.以该玩法趁对方疏忽时打嬴;打败;欺骗	euchre
翻译：n.欧几里得	Euclid
翻译：n.测气管	eudiometer
翻译：n.男子名	Eugene
翻译：a.优生学的;优种的	eugenic
翻译：ad.优生学上	eugenically
翻译：n.优生学	eugenics
翻译：n.优生学家	eugenist
翻译：n.梭微子	euglena
翻译：n.优核质	eukaryotic
翻译：vt.称赞;颂扬	eulogise
翻译：n.颂扬者;赞颂者;称赞者	eulogist
翻译：vt.称赞;颂扬	eulogize
翻译：n.赞词;颂德文	eulogy
翻译：n.太监;宦官;柔弱的男人	eunuch
翻译：vt. vi.委婉地说;用婉转的话说	euphemise
翻译：n.委婉的说法	euphemism
翻译：a.委婉的	euphemistic
翻译：vt. vi.委婉地说;用婉转的话说	euphemize
翻译：a.音响好的;悦耳的;和谐的	euphonious
翻译：n.悦耳之音	euphony
翻译：n.安乐感;陶醉;陶醉感	euphoria
翻译：n.幼发拉底河	Euphrates
翻译：n.欧亚大陆	Eurasia
翻译：a.欧亚的;欧亚人的	Eurasian
翻译：int.找到了!有了! n.有所发现时的欢呼声	eureka
翻译：n.希腊的悲剧诗人	Euripides
翻译：n.存于欧洲非美国银行的美金	Eurodollar
翻译：n.欧洲	Europe
翻译：n.欧洲人 a.欧洲的;欧洲人的	European
翻译：n.铕	europium
翻译：a.和谐的	eurythmic
翻译：n.攸琐	eusol
翻译：n.安乐死	euthanasia
翻译：n.环境优生学;环境改善学	euthenics
翻译：n.电子伏的简写	ev
翻译：a.促进排泄的 n.排泄药;泻剂	evacuant
翻译：vt. vi.疏散;撤出;排泄	evacuate
翻译：n.撤退;走开	evacuation
翻译：n.撤离者;疏散者	evacuee
翻译：a.规避;躲避;托词	evadable
翻译：vt. vi.规避;逃避;躲避	evade
翻译：vt. vi.(使)外翻	evaginate
翻译：vt.评估;评价;赋值	evaluate
